职位,城市,经验,学历,工资水平
数据库,镇江,3-4年经验,本科,1.0
运维,深圳,3-4年经验,本科,1.0
开发工程师,成都,3-4年经验,本科,1.0
其他,深圳,3-4年经验,大专,1.0
实习,南京,在校生,硕士,
其他,广州,2年经验,本科,1.0
其他,南京,2年经验,大专,
算法,广州,3-4年经验,硕士,2.0
测试,成都,3-4年经验,本科,1.0
测试,北京,1年经验,大专,1.0
数据库,深圳,3-4年经验,大专,1.0
其他,杭州,2年经验,本科,2.0
其他,南京,1年经验,本科,1.0
其他,上海,5-7年经验,本科,2.0
测试,西安,3-4年经验,本科,1.0
测试,上海,无需经验,本科,1.0
开发工程师,上海,1年经验,本科,1.0
其他,上海,5-7年经验,本科,2.0
其他,上海,2年经验,硕士,1.0
开发工程师,苏州,5-7年经验,本科,1.0
其他,无锡,2年经验,硕士,2.0
算法,深圳,3-4年经验,本科,1.0
其他,上海,5-7年经验,本科,2.0
其他,深圳,3-4年经验,本科,1.0
算法,深圳,3-4年经验,硕士,2.0
数据分析,深圳,1年经验,本科,1.0
开发工程师,武汉,1年经验,本科,0.0
开发工程师,异地招聘,2年经验,大专,1.0
数据分析,北京,1年经验,本科,1.0
开发工程师,南昌,2年经验,大专,1.0
算法,异地招聘,3-4年经验,本科,2.0
算法,异地招聘,3-4年经验,本科,2.0
算法,广州,1年经验,本科,1.0
其他,广州,2年经验,本科,0.0
运维,武汉,2年经验,大专,1.0
其他,长春,3-4年经验,大专,1.0
其他,上海,5-7年经验,本科,2.0
实习,异地招聘,在校生,本科,0.0
开发工程师,青岛,3-4年经验,大专,1.0
数据分析,深圳,3-4年经验,大专,1.0
测试,上海,3-4年经验,本科,1.0
其他,上海,1年经验,本科,1.0
其他,武汉,2年经验,本科,1.0
运维,北京,3-4年经验,本科,1.0
测试,成都,3-4年经验,本科,1.0
其他,成都,2年经验,大专,1.0
其他,长沙,5-7年经验,大专,1.0
其他,广州,5-7年经验,本科,1.0
开发工程师,深圳,3-4年经验,大专,2.0
其他,重庆,无需经验,大专,1.0
其他,成都,1年经验,本科,1.0
其他,深圳,5-7年经验,大专,1.0
其他,成都,5-7年经验,本科,1.0
其他,上海,1年经验,本科,1.0
测试,南京,3-4年经验,本科,1.0
其他,西安,3-4年经验,大专,1.0
其他,上海,3-4年经验,硕士,1.0
数据分析,重庆,3-4年经验,本科,1.0
架构师,福州,3-4年经验,本科,1.0
开发工程师,深圳,5-7年经验,大专,1.0
算法,杭州,2年经验,硕士,2.0
开发工程师,深圳,1年经验,硕士,1.0
运维,上海,3-4年经验,本科,1.0
测试,南阳,2年经验,大专,1.0
算法,上海,无需经验,本科,1.0
其他,苏州,5-7年经验,本科,2.0
其他,柳州,2年经验,本科,1.0
其他,石家庄,1年经验,,0.0
讲师,遂宁,1年经验,本科,
开发工程师,东莞,2年经验,大专,2.0
其他,济南,3-4年经验,本科,1.0
其他,上海,3-4年经验,大专,1.0
其他,济南,3-4年经验,本科,1.0
算法,上海,3-4年经验,本科,2.0
主管,阳江,8-9年经验,本科,1.0
算法,北京,2年经验,本科,1.0
其他,成都,2年经验,本科,1.0
其他,福州,1年经验,本科,1.0
实习,深圳,在校生,本科,0.0
运维,成都,3-4年经验,大专,1.0
其他,上海,2年经验,大专,1.0
测试,广州,3-4年经验,大专,1.0
测试,杭州,1年经验,本科,1.0
开发工程师,福州,3-4年经验,本科,1.0
测试,成都,5-7年经验,大专,1.0
开发工程师,上海,3-4年经验,大专,1.0
其他,深圳,3-4年经验,大专,1.0
算法,杭州,3-4年经验,本科,2.0
实习,上海,在校生,本科,0.0
其他,西安,1年经验,本科,1.0
运维,鄂州,2年经验,本科,1.0
其他,异地招聘,8-9年经验,本科,2.0
其他,宁波,在校生,本科,1.0
开发工程师,成都,2年经验,大专,1.0
数据分析,深圳,3-4年经验,本科,1.0
开发工程师,深圳,,,1.0
其他,北京,无需经验,本科,2.0
开发工程师,上海,2年经验,本科,1.0
其他,哈尔滨,3-4年经验,本科,1.0
数据分析,长沙,3-4年经验,本科,1.0
其他,哈尔滨,1年经验,本科,1.0
算法,深圳,2年经验,硕士,2.0
其他,深圳,2年经验,本科,1.0
其他,深圳,2年经验,本科,1.0
其他,异地招聘,1年经验,本科,1.0
开发工程师,异地招聘,在校生,本科,1.0
其他,深圳,3-4年经验,大专,1.0
开发工程师,杭州,3-4年经验,本科,1.0
开发工程师,北京,5-7年经验,本科,2.0
测试,深圳,5-7年经验,大专,1.0
开发工程师,无锡,2年经验,大专,1.0
运维,深圳,3-4年经验,大专,1.0
讲师,广州,2年经验,本科,1.0
数据分析,佛山,3-4年经验,本科,1.0
测试,长春,5-7年经验,本科,2.0
算法,苏州,在校生,硕士,1.0
其他,上海,2年经验,本科,2.0
其他,上海,1年经验,博士,2.0
其他,合肥,1年经验,本科,1.0
数据分析,广州,3-4年经验,本科,1.0
测试,杭州,3-4年经验,本科,1.0
运维,广州,2年经验,大专,1.0
其他,沈阳,1年经验,大专,0.0
实习,杭州,在校生,本科,0.0
算法,杭州,1年经验,硕士,1.0
数据分析,上海,5-7年经验,本科,1.0
其他,南京,1年经验,本科,0.0
开发工程师,杭州,3-4年经验,本科,1.0
算法,上海,2年经验,本科,1.0
实习,成都,在校生,本科,0.0
开发工程师,南京,3-4年经验,本科,2.0
开发工程师,宁波,8-9年经验,本科,1.0
开发工程师,成都,5-7年经验,本科,2.0
开发工程师,西安,3-4年经验,本科,2.0
其他,上海,在校生,本科,1.0
其他,南京,3-4年经验,本科,1.0
其他,武汉,3-4年经验,本科,2.0
其他,广州,3-4年经验,本科,1.0
其他,南京,3-4年经验,本科,1.0
其他,上海,3-4年经验,本科,2.0
其他,上海,1年经验,大专,1.0
开发工程师,上海,2年经验,本科,1.0
开发工程师,北京,3-4年经验,大专,1.0
其他,合肥,2年经验,本科,1.0
运维,杭州,2年经验,本科,1.0
其他,广州,在校生,本科,1.0
架构师,广州,3-4年经验,本科,1.0
开发工程师,武汉,2年经验,本科,1.0
开发工程师,广州,3-4年经验,本科,1.0
其他,异地招聘,1年经验,本科,1.0
算法,上海,3-4年经验,硕士,1.0
测试,西安,5-7年经验,本科,1.0
测试,深圳,3-4年经验,本科,1.0
实习,上海,在校生,本科,0.0
运维,深圳,1年经验,大专,1.0
其他,广州,3-4年经验,本科,1.0
算法,广州,2年经验,本科,1.0
其他,南京,3-4年经验,本科,
数据分析,杭州,2年经验,本科,1.0
其他,异地招聘,5-7年经验,本科,1.0
测试,无锡,2年经验,大专,1.0
其他,上海,5-7年经验,本科,1.0
开发工程师,深圳,5-7年经验,本科,2.0
测试,上海,3-4年经验,大专,1.0
开发工程师,上海,2年经验,本科,1.0
算法,南京,无需经验,本科,1.0
讲师,异地招聘,1年经验,本科,1.0
运维,武汉,3-4年经验,大专,1.0
开发工程师,南京,2年经验,大专,1.0
开发工程师,广州,3-4年经验,本科,1.0
其他,苏州,5-7年经验,本科,2.0
实习,福州,在校生,硕士,0.0
数据分析,南通,2年经验,本科,1.0
其他,深圳,1年经验,本科,1.0
数据分析,乌鲁木齐,1年经验,本科,1.0
开发工程师,上海,3-4年经验,本科,1.0
测试,西安,2年经验,本科,1.0
测试,成都,1年经验,本科,1.0
其他,上海,3-4年经验,本科,1.0
数据分析,昆明,1年经验,本科,0.0
数据分析,上海,3-4年经验,本科,1.0
开发工程师,珠海,3-4年经验,本科,1.0
其他,成都,8-9年经验,本科,2.0
算法,异地招聘,,,1.0
开发工程师,广州,3-4年经验,本科,1.0
运维,深圳,3-4年经验,本科,2.0
其他,昆明,3-4年经验,本科,1.0
其他,上海,2年经验,本科,2.0
开发工程师,上海,1年经验,大专,1.0
算法,南京,2年经验,硕士,2.0
算法,南京,5-7年经验,硕士,2.0
测试,北京,3-4年经验,本科,1.0
实习,北京,在校生,本科,
其他,异地招聘,3-4年经验,本科,2.0
其他,苏州,3-4年经验,本科,2.0
运维,泉州,1年经验,本科,1.0
其他,上海,3-4年经验,本科,2.0
开发工程师,北京,3-4年经验,本科,2.0
数据分析,成都,3-4年经验,本科,1.0
开发工程师,北京,3-4年经验,本科,1.0
其他,宁波,5-7年经验,本科,1.0
其他,上海,2年经验,大专,1.0
其他,佛山,3-4年经验,大专,1.0
测试,青岛,,本科,1.0
其他,苏州,1年经验,本科,1.0
测试,上海,2年经验,大专,1.0
其他,西安,,本科,
其他,深圳,3-4年经验,大专,1.0
算法,上海,1年经验,本科,2.0
其他,东莞,2年经验,本科,1.0
算法,北京,2年经验,硕士,1.0
开发工程师,无锡,5-7年经验,硕士,2.0
开发工程师,苏州,2年经验,本科,1.0
开发工程师,成都,1年经验,大专,1.0
其他,重庆,3-4年经验,大专,0.0
实习,上海,在校生,本科,1.0
开发工程师,长春,5-7年经验,本科,1.0
开发工程师,广州,3-4年经验,大专,1.0
讲师,成都,3-4年经验,大专,1.0
测试,上海,3-4年经验,大专,1.0
其他,东莞,5-7年经验,本科,1.0
其他,长沙,2年经验,大专,1.0
测试,西安,2年经验,大专,1.0
开发工程师,成都,3-4年经验,本科,1.0
算法,北京,在校生,硕士,1.0
其他,深圳,在校生,硕士,1.0
算法,武汉,3-4年经验,硕士,1.0
运维,深圳,5-7年经验,本科,2.0
其他,广州,3-4年经验,本科,1.0
运维,威海,3-4年经验,本科,1.0
测试,上海,3-4年经验,本科,1.0
开发工程师,广州,1年经验,本科,1.0
其他,襄阳,2年经验,本科,0.0
其他,深圳,1年经验,本科,1.0
其他,北京,5-7年经验,本科,2.0
运维,杭州,3-4年经验,本科,1.0
其他,上海,3-4年经验,本科,2.0
其他,杭州,在校生,大专,1.0
开发工程师,上海,无需经验,本科,1.0
其他,上海,3-4年经验,本科,1.0
其他,广州,2年经验,大专,0.0
数据分析,北京,5-7年经验,本科,2.0
开发工程师,上海,3-4年经验,本科,1.0
数据分析,上海,3-4年经验,本科,2.0
开发工程师,上海,在校生,本科,1.0
其他,上海,3-4年经验,本科,2.0
开发工程师,上海,3-4年经验,大专,1.0
开发工程师,上海,3-4年经验,本科,2.0
开发工程师,上海,5-7年经验,大专,1.0
其他,北京,3-4年经验,本科,1.0
开发工程师,东莞,3-4年经验,本科,1.0
运维,成都,2年经验,本科,1.0
其他,盘锦,3-4年经验,本科,1.0
其他,上海,5-7年经验,本科,1.0
开发工程师,杭州,2年经验,本科,1.0
算法,北京,2年经验,本科,2.0
开发工程师,上海,3-4年经验,本科,2.0
其他,北京,5-7年经验,本科,2.0
讲师,济南,无需经验,硕士,1.0
开发工程师,武汉,1年经验,大专,1.0
其他,上海,5-7年经验,本科,1.0
其他,无锡,5-7年经验,本科,1.0
算法,上海,3-4年经验,本科,2.0
其他,福州,3-4年经验,本科,2.0
主管,异地招聘,5-7年经验,本科,2.0
测试,深圳,5-7年经验,大专,2.0
测试,上海,5-7年经验,本科,1.0
测试,上海,1年经验,本科,2.0
主管,佛山,3-4年经验,本科,1.0
实习,广州,在校生,本科,0.0
架构师,武汉,5-7年经验,本科,1.0
运维,深圳,3-4年经验,本科,1.0
开发工程师,长沙,3-4年经验,大专,1.0
其他,南京,2年经验,大专,1.0
其他,上海,1年经验,本科,1.0
其他,杭州,1年经验,本科,2.0
测试,重庆,1年经验,大专,1.0
开发工程师,上海,2年经验,大专,1.0
其他,杭州,3-4年经验,本科,1.0
开发工程师,上海,2年经验,硕士,1.0
运维,上海,3-4年经验,本科,1.0
开发工程师,广州,5-7年经验,本科,1.0
数据分析,上海,1年经验,本科,1.0
其他,上海,3-4年经验,本科,1.0
运维,深圳,1年经验,大专,1.0
算法,合肥,3-4年经验,本科,1.0
实习,南昌,在校生,本科,0.0
开发工程师,上海,3-4年经验,大专,1.0
开发工程师,武汉,3-4年经验,本科,1.0
开发工程师,深圳,3-4年经验,本科,1.0
开发工程师,南京,3-4年经验,本科,1.0
其他,上海,3-4年经验,硕士,1.0
运维,上海,2年经验,,1.0
测试,上海,在校生,本科,1.0
其他,北京,,本科,2.0
开发工程师,洛阳,1年经验,本科,1.0
其他,成都,3-4年经验,硕士,2.0
其他,深圳,在校生,硕士,0.0
其他,武汉,2年经验,本科,2.0
数据分析,西安,无需经验,本科,1.0
数据分析,上海,在校生,本科,2.0
算法,深圳,2年经验,本科,2.0
开发工程师,深圳,1年经验,本科,1.0
测试,杭州,3-4年经验,本科,1.0
其他,苏州,,,1.0
产品经理,福州,3-4年经验,本科,1.0
开发工程师,青岛,无需经验,本科,1.0
其他,杭州,3-4年经验,本科,1.0
其他,广州,2年经验,本科,1.0
架构师,异地招聘,5-7年经验,本科,2.0
数据分析,杭州,2年经验,本科,1.0
运维,广州,1年经验,大专,1.0
开发工程师,北京,2年经验,本科,1.0
其他,杭州,3-4年经验,本科,2.0
开发工程师,南京,3-4年经验,本科,1.0
运维,成都,2年经验,大专,1.0
其他,上海,2年经验,本科,1.0
开发工程师,上海,5-7年经验,本科,2.0
运维,广州,2年经验,大专,1.0
运维,深圳,1年经验,大专,1.0
主管,广州,5-7年经验,本科,2.0
其他,杭州,3-4年经验,本科,1.0
运维,南京,2年经验,大专,1.0
运维,广州,3-4年经验,大专,1.0
主管,昆明,5-7年经验,本科,1.0
其他,上海,3-4年经验,硕士,2.0
测试,深圳,3-4年经验,本科,1.0
算法,杭州,2年经验,本科,2.0
其他,重庆,1年经验,本科,1.0
测试,上海,2年经验,本科,1.0
测试,异地招聘,3-4年经验,本科,1.0
其他,成都,3-4年经验,本科,1.0
运维,上海,2年经验,本科,1.0
讲师,南京,1年经验,本科,1.0
运维,上海,3-4年经验,本科,1.0
其他,上海,5-7年经验,本科,1.0
算法,异地招聘,无需经验,硕士,1.0
开发工程师,深圳,3-4年经验,本科,1.0
其他,西安,无需经验,本科,1.0
算法,上海,,,1.0
架构师,长沙,5-7年经验,大专,2.0
其他,上海,1年经验,大专,1.0
测试,上海,5-7年经验,本科,1.0
算法,合肥,2年经验,本科,1.0
测试,深圳,2年经验,本科,1.0
测试,异地招聘,3-4年经验,本科,2.0
开发工程师,湖州,2年经验,本科,1.0
数据分析,深圳,3-4年经验,本科,1.0
其他,珠海,1年经验,本科,1.0
测试,上海,3-4年经验,本科,1.0
开发工程师,青岛,3-4年经验,大专,1.0
算法,成都,3-4年经验,硕士,1.0
开发工程师,深圳,3-4年经验,本科,1.0
测试,上海,3-4年经验,本科,1.0
测试,上海,1年经验,大专,1.0
开发工程师,武汉,3-4年经验,本科,1.0
其他,上海,2年经验,本科,1.0
运维,武汉,3-4年经验,本科,
开发工程师,中山,2年经验,本科,1.0
运维,合肥,3-4年经验,本科,1.0
其他,成都,1年经验,本科,1.0
其他,深圳,2年经验,本科,1.0
其他,嘉兴,2年经验,本科,1.0
其他,武汉,5-7年经验,本科,2.0
测试,成都,5-7年经验,本科,
运维,上海,3-4年经验,本科,2.0
数据分析,上海,1年经验,本科,0.0
其他,北京,无需经验,硕士,1.0
数据库,深圳,3-4年经验,本科,1.0
其他,异地招聘,在校生,本科,1.0
架构师,长沙,5-7年经验,本科,1.0
开发工程师,上海,3-4年经验,本科,2.0
主管,异地招聘,3-4年经验,大专,1.0
开发工程师,上海,3-4年经验,本科,1.0
其他,武汉,,,1.0
运维,宁波,3-4年经验,本科,1.0
测试,深圳,2年经验,大专,1.0
其他,上海,3-4年经验,本科,1.0
其他,南宁,1年经验,本科,1.0
数据分析,福州,2年经验,本科,1.0
其他,上海,3-4年经验,本科,1.0
数据分析,南京,5-7年经验,本科,1.0
算法,长沙,在校生,本科,1.0
主管,重庆,10年以上经验,本科,2.0
算法,异地招聘,2年经验,本科,1.0
算法,异地招聘,5-7年经验,硕士,2.0
其他,杭州,在校生,本科,1.0
运维,太原,1年经验,大专,0.0
测试,上海,5-7年经验,本科,1.0
算法,北京,1年经验,大专,1.0
开发工程师,北京,1年经验,本科,1.0
开发工程师,广州,在校生,大专,0.0
其他,常州,3-4年经验,大专,1.0
数据分析,西安,无需经验,本科,1.0
其他,深圳,1年经验,本科,1.0
其他,苏州,3-4年经验,本科,1.0
开发工程师,天津,2年经验,本科,1.0
主管,异地招聘,3-4年经验,本科,2.0
测试,深圳,3-4年经验,本科,1.0
开发工程师,广州,3-4年经验,本科,1.0
其他,异地招聘,3-4年经验,硕士,2.0
其他,上海,3-4年经验,本科,1.0
开发工程师,重庆,3-4年经验,大专,1.0
其他,南京,3-4年经验,本科,
数据分析,杭州,在校生,本科,1.0
其他,广州,1年经验,本科,1.0
其他,南京,3-4年经验,本科,1.0
其他,南京,2年经验,,
运维,苏州,1年经验,大专,1.0
其他,成都,3-4年经验,本科,1.0
其他,异地招聘,在校生,本科,2.0
其他,南京,在校生,本科,1.0
其他,上海,5-7年经验,本科,1.0
运维,广州,2年经验,本科,1.0
其他,上海,3-4年经验,本科,2.0
运维,上海,2年经验,,1.0
其他,无锡,在校生,硕士,1.0
其他,北京,3-4年经验,本科,1.0
测试,北京,无需经验,本科,1.0
运维,南京,2年经验,本科,1.0
开发工程师,常州,1年经验,本科,1.0
开发工程师,异地招聘,3-4年经验,本科,1.0
其他,西安,在校生,本科,1.0
其他,北京,在校生,硕士,1.0
测试,昆明,3-4年经验,本科,1.0
其他,南京,无需经验,本科,1.0
运维,深圳,3-4年经验,大专,1.0
算法,南京,在校生,硕士,1.0
开发工程师,武汉,无需经验,本科,1.0
数据分析,上海,2年经验,本科,1.0
算法,长沙,3-4年经验,硕士,1.0
测试,武汉,无需经验,本科,0.0
其他,深圳,2年经验,大专,1.0
开发工程师,杭州,3-4年经验,本科,1.0
开发工程师,南京,1年经验,本科,1.0
测试,深圳,3-4年经验,大专,1.0
其他,北京,在校生,本科,1.0
算法,上海,2年经验,硕士,1.0
讲师,杭州,8-9年经验,大专,2.0
其他,上海,5-7年经验,本科,1.0
其他,苏州,1年经验,硕士,1.0
讲师,深圳,1年经验,大专,1.0
开发工程师,大连,在校生,本科,0.0
开发工程师,成都,2年经验,本科,1.0
其他,无锡,在校生,本科,0.0
其他,杭州,无需经验,硕士,1.0
运维,苏州,5-7年经验,本科,1.0
开发工程师,杭州,在校生,本科,1.0
测试,兰州,3-4年经验,大专,0.0
开发工程师,西安,5-7年经验,本科,1.0
算法,南京,3-4年经验,本科,2.0
开发工程师,哈尔滨,3-4年经验,本科,1.0
数据分析,宁波,2年经验,大专,1.0
其他,上海,3-4年经验,大专,1.0
其他,杭州,1年经验,大专,1.0
其他,昆山,3-4年经验,博士,2.0
其他,合肥,3-4年经验,本科,1.0
其他,深圳,2年经验,本科,1.0
其他,苏州,3-4年经验,本科,1.0
开发工程师,南宁,2年经验,本科,1.0
开发工程师,广州,3-4年经验,本科,1.0
其他,北京,5-7年经验,本科,1.0
其他,上海,在校生,硕士,
开发工程师,嘉兴,3-4年经验,本科,1.0
算法,上海,3-4年经验,硕士,2.0
算法,北京,在校生,硕士,
算法,长沙,3-4年经验,硕士,1.0
其他,南京,5-7年经验,本科,1.0
运维,淄博,3-4年经验,大专,1.0
其他,南京,1年经验,本科,1.0
其他,武汉,在校生,大专,0.0
其他,广州,在校生,本科,1.0
开发工程师,西安,5-7年经验,大专,1.0
开发工程师,上海,1年经验,本科,1.0
运维,深圳,5-7年经验,大专,1.0
测试,成都,2年经验,本科,1.0
测试,济南,在校生,本科,0.0
运维,南京,3-4年经验,大专,1.0
其他,上海,2年经验,大专,1.0
其他,异地招聘,3-4年经验,本科,2.0
主管,广州,5-7年经验,大专,1.0
数据分析,北京,3-4年经验,本科,1.0
数据分析,上海,3-4年经验,本科,1.0
其他,广州,2年经验,大专,0.0
数据分析,杭州,,本科,1.0
运维,合肥,无需经验,本科,1.0
算法,合肥,1年经验,硕士,1.0
测试,武汉,2年经验,本科,1.0
运维,广州,3-4年经验,大专,1.0
其他,郑州,2年经验,硕士,1.0
测试,南宁,3-4年经验,大专,0.0
数据分析,南京,1年经验,本科,1.0
开发工程师,南京,3-4年经验,本科,2.0
数据分析,西安,3-4年经验,本科,0.0
开发工程师,上海,3-4年经验,本科,1.0
数据分析,广州,3-4年经验,本科,1.0
运维,广州,5-7年经验,本科,1.0
其他,北京,3-4年经验,本科,1.0
其他,上海,2年经验,硕士,1.0
算法,深圳,3-4年经验,硕士,2.0
其他,徐州,在校生,本科,1.0
其他,异地招聘,3-4年经验,本科,1.0
其他,宁波,1年经验,本科,1.0
算法,异地招聘,无需经验,硕士,1.0
其他,上海,2年经验,本科,1.0
开发工程师,杭州,5-7年经验,大专,2.0
实习,东莞,在校生,本科,0.0
运维,太原,3-4年经验,本科,1.0
其他,深圳,5-7年经验,本科,1.0
测试,杭州,5-7年经验,本科,2.0
运维,郑州,3-4年经验,大专,1.0
其他,上海,3-4年经验,硕士,2.0
其他,异地招聘,2年经验,本科,1.0
其他,深圳,,,
开发工程师,深圳,2年经验,本科,1.0
测试,南京,3-4年经验,大专,1.0
其他,深圳,2年经验,大专,1.0
其他,成都,3-4年经验,本科,1.0
开发工程师,苏州,在校生,硕士,1.0
测试,成都,2年经验,本科,1.0
其他,北京,无需经验,硕士,1.0
其他,广州,2年经验,本科,1.0
算法,深圳,2年经验,本科,2.0
开发工程师,西安,3-4年经验,本科,1.0
其他,新余,2年经验,大专,0.0
实习,上海,在校生,本科,
数据分析,北京,1年经验,本科,1.0
其他,江门,无需经验,大专,0.0
其他,合肥,3-4年经验,本科,1.0
测试,深圳,3-4年经验,本科,1.0
运维,长沙,1年经验,大专,1.0
开发工程师,深圳,3-4年经验,本科,1.0
其他,上海,5-7年经验,本科,2.0
其他,南京,3-4年经验,本科,2.0
算法,异地招聘,2年经验,硕士,1.0
算法,广州,2年经验,本科,1.0
开发工程师,南京,3-4年经验,本科,1.0
其他,哈尔滨,3-4年经验,本科,1.0
其他,杭州,,,1.0
其他,上海,1年经验,本科,1.0
其他,湛江,3-4年经验,本科,1.0
测试,成都,1年经验,本科,1.0
实习,上海,在校生,本科,
算法,异地招聘,5-7年经验,本科,1.0
开发工程师,上海,3-4年经验,本科,1.0
其他,广州,,硕士,1.0
运维,上海,5-7年经验,大专,1.0
其他,中山,无需经验,大专,0.0
其他,深圳,1年经验,本科,1.0
运维,上海,1年经验,本科,1.0
算法,成都,3-4年经验,本科,1.0
开发工程师,南京,2年经验,本科,1.0
其他,上海,无需经验,硕士,1.0
开发工程师,深圳,5-7年经验,本科,2.0
开发工程师,北京,在校生,本科,1.0
主管,东莞,2年经验,本科,2.0
开发工程师,杭州,5-7年经验,本科,1.0
数据分析,广州,2年经验,,0.0
其他,异地招聘,3-4年经验,本科,1.0
其他,杭州,在校生,硕士,1.0
开发工程师,成都,3-4年经验,大专,1.0
算法,深圳,3-4年经验,硕士,2.0
开发工程师,广州,3-4年经验,本科,1.0
其他,宁波,,,1.0
算法,北京,5-7年经验,本科,1.0
其他,异地招聘,3-4年经验,本科,1.0
运维,深圳,5-7年经验,大专,1.0
其他,上海,2年经验,本科,1.0
运维,武汉,3-4年经验,本科,1.0
其他,武汉,2年经验,本科,1.0
开发工程师,杭州,1年经验,本科,1.0
运维,宁波,1年经验,本科,1.0
运维,扬州,3-4年经验,本科,1.0
其他,异地招聘,5-7年经验,本科,1.0
运维,北京,3-4年经验,大专,1.0
开发工程师,天津,5-7年经验,本科,1.0
开发工程师,成都,3-4年经验,本科,1.0
开发工程师,广州,3-4年经验,大专,1.0
其他,广州,2年经验,本科,1.0
测试,上海,5-7年经验,本科,2.0
其他,成都,5-7年经验,本科,2.0
测试,武汉,3-4年经验,硕士,1.0
其他,盐城,3-4年经验,本科,1.0
其他,深圳,3-4年经验,本科,2.0
其他,福州,3-4年经验,本科,2.0
运维,北京,2年经验,本科,1.0
算法,西安,3-4年经验,硕士,1.0
算法,宁波,5-7年经验,本科,2.0
实习,南京,在校生,本科,0.0
其他,上海,5-7年经验,本科,1.0
其他,泉州,2年经验,大专,1.0
运维,青岛,3-4年经验,大专,1.0
运维,深圳,3-4年经验,本科,1.0
开发工程师,南京,1年经验,本科,1.0
其他,成都,1年经验,大专,1.0
开发工程师,武汉,3-4年经验,本科,1.0
数据分析,上海,3-4年经验,本科,2.0
其他,杭州,2年经验,本科,1.0
其他,长沙,3-4年经验,大专,1.0
测试,武汉,3-4年经验,大专,1.0
产品经理,深圳,5-7年经验,本科,2.0
开发工程师,上海,3-4年经验,大专,1.0
开发工程师,浙江省,无需经验,本科,
测试,广州,5-7年经验,本科,1.0
开发工程师,上海,3-4年经验,本科,1.0
测试,异地招聘,3-4年经验,大专,1.0
测试,深圳,3-4年经验,大专,1.0
测试,上海,2年经验,大专,1.0
其他,深圳,3-4年经验,本科,1.0
数据分析,北京,3-4年经验,本科,1.0
算法,武汉,1年经验,硕士,1.0
开发工程师,深圳,5-7年经验,大专,2.0
测试,上海,5-7年经验,本科,1.0
其他,西安,1年经验,大专,1.0
数据分析,上海,3-4年经验,本科,1.0
测试,深圳,2年经验,本科,1.0
测试,西安,3-4年经验,本科,1.0
测试,上海,1年经验,本科,1.0
其他,杭州,3-4年经验,本科,1.0
其他,深圳,1年经验,本科,1.0
开发工程师,武汉,2年经验,本科,1.0
测试,苏州,,本科,1.0
其他,西安,2年经验,本科,1.0
其他,上海,3-4年经验,本科,2.0
其他,济南,5-7年经验,本科,1.0
算法,上海,3-4年经验,本科,1.0
架构师,天津,5-7年经验,本科,2.0
其他,广州,1年经验,大专,1.0
数据分析,西安,1年经验,本科,1.0
开发工程师,广州,2年经验,大专,1.0
算法,武汉,在校生,硕士,1.0
其他,上海,2年经验,本科,1.0
其他,广州,3-4年经验,大专,1.0
算法,武汉,2年经验,硕士,2.0
开发工程师,上海,5-7年经验,本科,1.0
算法,南京,3-4年经验,本科,2.0
数据分析,杭州,无需经验,本科,2.0
测试,上海,5-7年经验,本科,2.0
测试,长沙,,,0.0
其他,苏州,2年经验,本科,1.0
其他,深圳,8-9年经验,本科,2.0
数据分析,深圳,2年经验,本科,1.0
其他,乌鲁木齐,5-7年经验,本科,1.0
其他,杭州,1年经验,本科,1.0
数据库,异地招聘,3-4年经验,本科,1.0
测试,上海,3-4年经验,本科,1.0
开发工程师,佛山,2年经验,本科,1.0
其他,重庆,3-4年经验,本科,1.0
数据分析,长沙,3-4年经验,本科,2.0
架构师,异地招聘,5-7年经验,本科,2.0
测试,西安,3-4年经验,本科,1.0
其他,长沙,在校生,本科,1.0
开发工程师,杭州,3-4年经验,本科,1.0
其他,异地招聘,5-7年经验,大专,2.0
实习,南京,在校生,大专,0.0
其他,上海,,,1.0
其他,成都,3-4年经验,本科,1.0
开发工程师,上海,1年经验,大专,1.0
开发工程师,上海,3-4年经验,本科,2.0
算法,上海,在校生,硕士,2.0
架构师,广州,5-7年经验,本科,2.0
开发工程师,大连,1年经验,本科,1.0
其他,异地招聘,8-9年经验,硕士,2.0
主管,上海,8-9年经验,本科,2.0
其他,惠州,3-4年经验,本科,1.0
开发工程师,深圳,3-4年经验,本科,1.0
开发工程师,大连,5-7年经验,本科,1.0
算法,上海,1年经验,本科,2.0
其他,北京,3-4年经验,本科,2.0
其他,深圳,1年经验,本科,
其他,上海,2年经验,硕士,2.0
其他,北京,1年经验,本科,1.0
开发工程师,异地招聘,2年经验,本科,1.0
开发工程师,武汉,2年经验,本科,1.0
其他,深圳,1年经验,大专,0.0
主管,温州,1年经验,大专,1.0
测试,异地招聘,3-4年经验,本科,2.0
算法,郑州,2年经验,硕士,1.0
其他,北京,3-4年经验,硕士,2.0
其他,广州,在校生,本科,1.0
其他,异地招聘,在校生,本科,1.0
其他,异地招聘,,本科,1.0
实习,成都,在校生,本科,0.0
开发工程师,西安,5-7年经验,大专,1.0
其他,北京,3-4年经验,本科,2.0
其他,异地招聘,2年经验,大专,1.0
其他,异地招聘,1年经验,大专,0.0
其他,异地招聘,3-4年经验,本科,1.0
算法,北京,无需经验,本科,2.0
算法,重庆,3-4年经验,本科,2.0
架构师,广州,5-7年经验,本科,2.0
